hours,group_01,group_02,group_03,group_04,group_05,group_06,group_07,group_08,group_09,group_10,group_11,group_12
6640,0.189268,0.204159,0.213955,0.262294,0.222034,0.22076,0.194837,0.216125,0.244127,0.230654,0.184695,0.214684
6650,0.180925,0.226441,0.200068,0.260658,0.202894,0.232239,0.193509,0.23008,0.231697,0.207292,0.20273,0.236306
6660,0.18462,0.207807,0.199691,0.263665,0.228979,0.240718,0.184145,0.239053,0.226363,0.221364,0.196894,0.198169
6670,0.173818,0.212226,0.212405,0.243124,0.210951,0.214938,0.19761,0.243342,0.219086,0.211693,0.164098,0.183847
6680,0.185159,0.221357,0.191228,0.232302,0.22218,0.221919,0.214109,0.229462,0.231373,0.242075,0.177593,0.194787
6690,0.192633,0.221296,0.196294,0.267273,0.192135,0.224738,0.19364,0.225833,0.215871,0.225149,0.190815,0.193062
6700,0.177654,0.226656,0.196101,0.239378,0.211654,0.226179,0.201041,0.234158,0.222908,0.213069,0.189263,0.181471
6710,0.19053,0.212971,0.206808,0.257906,0.217277,0.208553,0.19458,0.223631,0.240782,0.220771,0.18986,0.201628
6720,0.219161,0.227685,0.20544,0.245601,0.218232,0.235863,0.205955,0.223403,0.228917,0.246394,0.179009,0.212237
6730,0.195656,0.244137,0.205153,0.247595,0.214542,0.213206,0.195559,0.232954,0.238227,0.241868,0.171178,0.223856
6740,0.18947,0.226148,0.197233,0.232599,0.199107,0.219464,0.198953,0.212747,0.224328,0.248653,0.210754,0.212734
6750,0.187835,0.233715,0.224503,0.243781,0.189122,0.2211,0.189086,0.21528,0.233415,0.250115,0.190684,0.228328
6760,0.213151,0.238989,0.217874,0.25072,0.198735,0.236811,0.217636,0.221753,0.245049,0.226247,0.185066,0.214959
6770,0.187187,0.218264,0.203334,0.226411,0.190394,0.227617,0.211841,0.216159,0.216819,0.25587,0.18233,0.21846
6780,0.19222,0.228724,0.209232,0.240476,0.204516,0.230695,0.195533,0.241312,0.231679,0.249246,0.194111,0.192017
6790,0.182665,0.221667,0.217379,0.260502,0.184287,0.245206,0.184361,0.248687,0.244182,0.253229,0.199031,0.231296
6800,0.184779,0.232109,0.204057,0.259165,0.213398,0.251259,0.182373,0.221284,0.242617,0.253474,0.205705,0.217718
6810,0.192331,0.225724,0.214087,0.25484,0.194622,0.247142,0.195946,0.208877,0.24369,0.252451,0.200293,0.219491
6820,0.206581,0.218903,0.218655,0.27251,0.210457,0.243591,0.205583,0.226585,0.243769,0.240496,0.210355,0.238629
6830,0.215835,0.21664,0.20343,0.257861,0.222367,0.232686,0.201269,0.223892,0.232014,0.255871,0.187815,0.244336
6840,0.202368,0.240976,0.222703,0.269992,0.205394,0.231038,0.201087,0.231327,0.219388,0.240863,0.180524,0.231262
6850,0.205938,0.216709,0.218666,0.238806,0.211028,0.220855,0.183818,0.248744,0.264602,0.253737,0.20513,0.232618
6860,0.195211,0.234288,0.21568,0.262344,0.223501,0.225562,0.1917,0.249862,0.239855,0.252356,0.188451,0.230423
6870,0.202599,0.239015,0.223658,0.269848,0.231351,0.243934,0.205863,0.248088,0.227998,0.249553,0.184512,0.219229
6880,0.21274,0.222489,0.208956,0.232361,0.237291,0.232545,0.205134,0.240096,0.249974,0.262056,0.186863,0.241279
6890,0.215196,0.230794,0.213073,0.254238,0.22871,0.226225,0.204416,0.202389,0.23174,0.270289,0.208361,0.236412
6900,0.195802,0.231379,0.21297,0.252695,0.20652,0.239267,0.202595,0.245321,0.241308,0.277383,0.206126,0.228789
6910,0.200987,0.204142,0.201037,0.255962,0.202309,0.224133,0.213798,0.228635,0.230081,0.277919,0.197426,0.224401
6920,0.19934,0.230438,0.203752,0.274421,0.216486,0.218351,0.201184,0.238799,0.245728,0.253377,0.188502,0.246363
6930,0.214596,0.229322,0.205357,0.263195,0.204924,0.223844,0.197332,0.216723,0.253962,0.258733,0.184665,0.220446
6940,0.211629,0.240896,0.207423,0.248518,0.235714,0.223595,0.20723,0.21967,0.239823,0.255618,0.205314,0.246518
6950,0.215846,0.230414,0.215458,0.246485,0.211623,0.23771,0.179575,0.240654,0.244009,0.256595,0.191565,0.250739
6960,0.208929,0.227777,0.214545,0.272542,0.221611,0.236707,0.21672,0.240237,0.242135,0.25044,0.194134,0.233207
6970,0.219557,0.238602,0.218797,0.25383,0.219375,0.221259,0.20312,0.223341,0.234096,0.258997,0.20726,0.244319
6980,0.208124,0.240645,0.216144,0.268742,0.219607,0.231031,0.203829,0.241097,0.251633,0.248363,0.20601,0.227636
6990,0.21747,0.236057,0.216998,0.260802,0.235781,0.222616,0.19459,0.222514,0.258594,0.262288,0.203623,0.249922
7000,0.210656,0.25393,0.232374,0.246782,0.221286,0.242421,0.186136,0.24994,0.252986,0.260945,0.22273,0.240001
